"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_redes_preferenciales.nlogox"
"positive-convergence-time"
"06/09/2026 15:51:18:978 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","total-ticks","learning-rate","pairs-per-tick","confidence-threshold","influence-type","[step]","ticks","mean-opinion","sd-opinion"
"631","100000","0.5","20","0","pos","99999","100000","0.10001667105348776","0.0159710759435013"
"634","100000","0.5","20","0","pos","99999","100000","0.10908392615590826","0.03401466012188215"
"633","100000","0.5","20","0","pos","99999","100000","0.11026675246332225","0.03939461982548105"
"635","100000","0.5","20","0","pos","99999","100000","0.09390853582064906","0.0286458396937939"
"636","100000","0.5","20","0","pos","99999","100000","0.11412194061635454","0.04268715887981486"
"637","100000","0.5","20","0","pos","99999","100000","0.1198201627181702","0.024696675900708384"
"638","100000","0.5","20","0","pos","99999","100000","0.11425498328204833","0.024005960230626518"
"639","100000","0.5","20","0","pos","99999","100000","0.09531944095918422","0.023700815289502845"
"640","100000","0.5","20","0","pos","99999","100000","0.0908347493887171","0.02564637354137268"
"642","100000","0.5","20","0","pos","99999","100000","0.10720527480961624","0.023059868709028594"
"641","100000","0.5","20","0","pos","99999","100000","0.1015786996285618","0.014316543782383886"
"644","100000","0.5","20","0","pos","99999","100000","0.11007622815634001","0.022535193249628334"
"645","100000","0.5","20","0","pos","99999","100000","0.12032833770382113","0.014060756475201115"
"643","100000","0.5","20","0","pos","99999","100000","0.11215974887463795","0.027719020410685014"
"646","100000","0.5","20","0","pos","99999","100000","0.08896882257056009","0.017655155316475837"
"647","100000","0.5","20","0","pos","99999","100000","0.1080554927272608","0.019097141674068813"
"648","100000","0.5","20","0","pos","99999","100000","0.09644210405289622","0.019639371887419366"
"649","100000","0.5","20","0","pos","99999","100000","0.12012933717994133","0.01625465763212854"
"650","100000","0.5","20","0","pos","99999","100000","0.10340817707717401","0.01838704837906814"
"651","100000","0.5","20","0","pos","99999","100000","0.11676057719844972","0.03630797515354117"
"653","100000","0.5","20","0","pos","99999","100000","0.10640913641860372","0.022243260899684713"
"652","100000","0.5","20","0","pos","99999","100000","0.10179620726972213","0.021129876710792604"
"654","100000","0.5","20","0","pos","99999","100000","0.10695804713537578","0.036328654649203936"
"655","100000","0.5","20","0","pos","99999","100000","0.09369117405554454","0.03734671991106343"
"656","100000","0.5","20","0","pos","99999","100000","0.1188072479325751","0.02101299244157842"
"657","100000","0.5","20","0","pos","99999","100000","0.0991263430334696","0.024960318677478034"
"658","100000","0.5","20","0","pos","99999","100000","0.12844668330298087","0.023477643797712836"
"662","100000","0.5","30","0","pos","71755","71755","0.11736332599106238","0.009997786321536995"
"659","100000","0.5","20","0","pos","99999","100000","0.10247188273005671","0.043396433656739626"
"660","100000","0.5","20","0","pos","99999","100000","0.11090532828165407","0.01969035141139227"
"661","100000","0.5","30","0","pos","99999","100000","0.09627166607357132","0.030130596685720937"
"663","100000","0.5","30","0","pos","99999","100000","0.11069842876925086","0.026457225492897495"
"665","100000","0.5","30","0","pos","99999","100000","0.10075864829333743","0.02705542497798698"
"664","100000","0.5","30","0","pos","99999","100000","0.1131682448192102","0.011897433731601764"
"667","100000","0.5","30","0","pos","99999","100000","0.1087573183570703","0.014666065272660043"
"668","100000","0.5","30","0","pos","99999","100000","0.11878050551509547","0.012455123244737791"
"666","100000","0.5","30","0","pos","99999","100000","0.11432298368561122","0.02358501638044477"
"669","100000","0.5","30","0","pos","99999","100000","0.09427690495154374","0.025045385322957674"
"671","100000","0.5","30","0","pos","99999","100000","0.1084800267543497","0.013812816980491948"
"670","100000","0.5","30","0","pos","99999","100000","0.11668346682285659","0.017482514244190693"
"673","100000","0.5","30","0","pos","99999","100000","0.11771340037866317","0.016504750259662224"
"672","100000","0.5","30","0","pos","99999","100000","0.09934519393034039","0.02029017664489565"
"676","100000","0.5","30","0","pos","99999","100000","0.11648859861194083","0.03524041492644511"
"675","100000","0.5","30","0","pos","99999","100000","0.08447320851063136","0.03118964908681923"
"674","100000","0.5","30","0","pos","99999","100000","0.0951535104944999","0.027314606658393383"
"678","100000","0.5","30","0","pos","99999","100000","0.09833391764747058","0.011127375006231476"
"677","100000","0.5","30","0","pos","99999","100000","0.09613925096865596","0.024208826985715703"
"679","100000","0.5","30","0","pos","99999","100000","0.10199911800425449","0.024291206400629203"
"680","100000","0.5","30","0","pos","99999","100000","0.0918836235438874","0.022109961253251195"
"681","100000","0.5","30","0","pos","99999","100000","0.09520764973850918","0.019625153390441127"
"682","100000","0.5","30","0","pos","99999","100000","0.1092609830160152","0.015265394100092674"
"684","100000","0.5","30","0","pos","99999","100000","0.10782552283964901","0.01572021451258459"
"683","100000","0.5","30","0","pos","99999","100000","0.09699974968952846","0.0362844667672349"
"686","100000","0.5","30","0","pos","98047","98047","0.0957343678378242","0.009999812492843152"
"685","100000","0.5","30","0","pos","99999","100000","0.10966248448653573","0.014374987369260633"
"687","100000","0.5","30","0","pos","99999","100000","0.09280443563903484","0.013321416931145457"
"688","100000","0.5","30","0","pos","99999","100000","0.10000453443557784","0.017899474331527974"
"690","100000","0.5","30","0","pos","99999","100000","0.09357261771336386","0.015532275859328974"
"689","100000","0.5","30","0","pos","99999","100000","0.11667335390047227","0.011511215145071932"
"691","100000","0.5","40","0","pos","92117","92117","0.10228342464593775","0.009999518462892164"
"692","100000","0.5","40","0","pos","99999","100000","0.1108160971295926","0.014960443038782814"
"693","100000","0.5","40","0","pos","99999","100000","0.11199470909547479","0.0156092003747428"
"696","100000","0.5","40","0","pos","76331","76331","0.1026893564742292","0.009999993724802706"
"694","100000","0.5","40","0","pos","99999","100000","0.11054169404874595","0.018871440180893838"
"697","100000","0.5","40","0","pos","86102","86102","0.11040987726759952","0.00999198934129381"
"695","100000","0.5","40","0","pos","99999","100000","0.11758913904396834","0.01099238838663147"
"698","100000","0.5","40","0","pos","99999","100000","0.1169208457042835","0.018402359641865113"
"702","100000","0.5","40","0","pos","65898","65898","0.09702629050725951","0.009999605987712518"
"699","100000","0.5","40","0","pos","99999","100000","0.09348845082853868","0.010756901535234457"
"700","100000","0.5","40","0","pos","99999","100000","0.10188373001376534","0.023928440772484356"
"701","100000","0.5","40","0","pos","99999","100000","0.10568147345912196","0.019016511423252773"
"704","100000","0.5","40","0","pos","99999","100000","0.1055726890503351","0.013777428208773718"
"703","100000","0.5","40","0","pos","99999","100000","0.11164283732205764","0.017849477014566198"
"705","100000","0.5","40","0","pos","99999","100000","0.11311628714653967","0.013574855644692416"
"706","100000","0.5","40","0","pos","99999","100000","0.11233378836701771","0.029163881800091232"
"708","100000","0.5","40","0","pos","76137","76137","0.10847275644608784","0.009999451288637728"
"707","100000","0.5","40","0","pos","99999","100000","0.09800030189861896","0.011837911783676101"
"709","100000","0.5","40","0","pos","99999","100000","0.10457967253241086","0.01541244151572283"
"710","100000","0.5","40","0","pos","99999","100000","0.09775057617185516","0.01977086553708857"
"711","100000","0.5","40","0","pos","99999","100000","0.12071462832872075","0.011092475549461519"
"715","100000","0.5","40","0","pos","66043","66043","0.11224152833295396","0.00999988297318659"
"712","100000","0.5","40","0","pos","99999","100000","0.1159449461498057","0.015534077665444766"
"714","100000","0.5","40","0","pos","99999","100000","0.09720929365272067","0.019611826924490566"
"717","100000","0.5","40","0","pos","61268","61268","0.09570226955054614","0.009999474268886033"
"713","100000","0.5","40","0","pos","99999","100000","0.09194622513051057","0.032248418396276395"
"718","100000","0.5","40","0","pos","60402","60402","0.09523456602647866","0.00999965927573164"
"716","100000","0.5","40","0","pos","99999","100000","0.08193200432688923","0.017442301561605787"
"721","100000","0.5","50","0","pos","56036","56036","0.09499779731572885","0.009999889352495286"
"719","100000","0.5","40","0","pos","99999","100000","0.09591904572640002","0.010013225796120781"
"720","100000","0.5","40","0","pos","99999","100000","0.10847332891862813","0.01864395670130681"
"723","100000","0.5","50","0","pos","91299","91299","0.11557560716528387","0.009999466747213246"
"724","100000","0.5","50","0","pos","92859","92859","0.1009700866428238","0.009996680606130976"
"722","100000","0.5","50","0","pos","99999","100000","0.10188548609374007","0.01644719191214088"
"725","100000","0.5","50","0","pos","99999","100000","0.11647584430624952","0.01082300973409783"
"726","100000","0.5","50","0","pos","99999","100000","0.10718127374441914","0.014995350101997566"
"727","100000","0.5","50","0","pos","99999","100000","0.11068901706707754","0.012602375921412282"
"729","100000","0.5","50","0","pos","60775","60775","0.09835842074446023","0.00999984979889426"
"728","100000","0.5","50","0","pos","99999","100000","0.11218556336172321","0.019555864379203203"
"733","100000","0.5","50","0","pos","58733","58733","0.1205512955216174","0.009998455106470015"
"730","100000","0.5","50","0","pos","99999","100000","0.08163696445848902","0.020542485129900718"
"731","100000","0.5","50","0","pos","96228","96228","0.10909895273440133","0.009999997179870341"
"732","100000","0.5","50","0","pos","99999","100000","0.09173686059558232","0.010669190473067561"
"734","100000","0.5","50","0","pos","99999","100000","0.10701309356290593","0.014393241649622884"
"736","100000","0.5","50","0","pos","99999","100000","0.11422254107220108","0.012668159087387743"
"735","100000","0.5","50","0","pos","98046","98046","0.11060412911706921","0.009995953108763693"
"742","100000","0.5","50","0","pos","40379","40379","0.10672773575734407","0.009999392014968082"
"737","100000","0.5","50","0","pos","99999","100000","0.09667953544819669","0.013901555509555463"
"738","100000","0.5","50","0","pos","99999","100000","0.11320260841387969","0.01423329872138868"
"739","100000","0.5","50","0","pos","99999","100000","0.11152882726873811","0.03570049286769684"
"740","100000","0.5","50","0","pos","99999","100000","0.11855577740607924","0.022769432910120194"
"745","100000","0.5","50","0","pos","55701","55701","0.11449395797156282","0.009999269056917405"
"741","100000","0.5","50","0","pos","99999","100000","0.10242534333883364","0.016045295303720265"
"743","100000","0.5","50","0","pos","99999","100000","0.10413446740973004","0.019947105997015033"
"744","100000","0.5","50","0","pos","99999","100000","0.11091285523202844","0.010921448909933474"
"748","100000","0.5","50","0","pos","71181","71181","0.0937336774518644","0.009999986133925666"
"746","100000","0.5","50","0","pos","99999","100000","0.10996378057498016","0.011404603109036302"
"750","100000","0.5","50","0","pos","63952","63952","0.10787598615349729","0.009985425434363298"
"747","100000","0.5","50","0","pos","99999","100000","0.11405931437822292","0.013703753392626392"
"749","100000","0.5","50","0","pos","99999","100000","0.10000919755360507","0.019514560404911164"
